Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT,incident_day_of_week,incident_month
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-15 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-15 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-15 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-15 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The system disengaged because of an error with the fusion component. The system asked the operator to take control of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-15 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-15 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-15 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-15 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-15 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-15 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-15 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-16 00:00:00,WDDUG8GB3JA405273,No,Yes,Driver,freeway,Driver performed steering maneuver because the vehicle didnt drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.,Friday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-16 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Friday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-16 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. A valid trajectory could not be generated.,Friday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-16 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Friday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-16 00:00:00,WDD2221591A470147,No,Yes,AV System,street,An issue with localization component caused the system to disengage. The system asked the operator to take control of the vehicle.,Friday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-19 00:00:00,WDDUG8GB3JA405273,No,Yes,Driver,freeway,Driver performed steering maneuver because the vehicle didnt drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.,Monday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-19 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Monday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-19 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Monday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-19 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Monday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-19 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Monday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-19 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Monday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-20 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Tuesday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-20 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. A valid trajectory could not be generated.,Tuesday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-20 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. A valid trajectory could not be generated.,Tuesday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-20 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Tuesday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-22 00:00:00,WDDUG8GB3JA405273,No,Yes,Driver,freeway,Driver performed steering maneuver because the vehicle didnt drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-22 00:00:00,WDD2221591A470147,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-22 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-29 00:00:00,W1K6G7GBXMA000924,No,Yes,Driver,freeway,Driver performed steering maneuver because the vehicle didnt drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-29 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-29 00:00:00,WDD2221591A470147,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-29 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-04-29 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,April
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-05 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Wednesday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-12 00:00:00,W1K6G7GB1MA002478,No,Yes,Driver,freeway,Driver pressed the brake pedal because the vehicle was driving faster than driver expected. Vehicle passing through an active contruction zone No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.,Wednesday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-13 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-13 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Thursday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-13 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-17 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Monday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-17 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Monday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-17 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Monday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-20 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-25 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Tuesday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-25 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. A valid trajectory could not be generated.,Tuesday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-25 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Tuesday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-05-27 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,May
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-06-07 00:00:00,WDD2221591A470147,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Monday,June
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-06-07 00:00:00,WDD2221591A470147,No,Yes,AV System,street,"A middlware component was offline, leading to the system disengagement. The system asked the operator to take control of the vehicle.",Monday,June
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-06-07 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Monday,June
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-06-10 00:00:00,WDD2221591A470147,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,June
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-06-23 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Wednesday,June
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-06-23 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Wednesday,June
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-06-23 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Wednesday,June
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-06-23 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Wednesday,June
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-06-24 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,June
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-06-24 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Thursday,June
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-06-25 00:00:00,W1K6G7GBXMA000924,No,Yes,Driver,freeway,Driver performed steering maneuver because the vehicle didnt drive on the expected path. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.,Friday,June
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-01 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-01 00:00:00,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Thursday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-15 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Thursday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-15 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Thursday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-15 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-15 00:00:00,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Thursday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-15 00:00:00,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Thursday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-15 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle. An issue with motion control system caused the system to disengage. The system asked the operator to take control of the vehicle.,Thursday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-20 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Tuesday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-20 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Tuesday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-20 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Tuesday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-20 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Tuesday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-20 00:00:00,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory within a time cycle. The system asked the operator to take control of the vehicle.,Tuesday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-07-29 00:00:00,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle. A valid trajectory could not be generated.,Thursday,July
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-05 00:00:00,WDD2221591A470500,No,Yes,AV System,street,The planner was not able to generate a valid trajectory. The system asked the operator to take control of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-05 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-05 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-05 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-05 00:00:00,WDD2221591A470500,No,Yes,AV System,street,The system disengaged because of an error with the fusion component. The system asked the operator to take control of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-05 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-05 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-05 00:00:00,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-12 00:00:00,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-12 00:00:00,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-16 00:00:00,W1K6G7GB3MA002465,No,Yes,Driver,freeway,Driver pressed the brake pedal because the vehicle was driving faster than driver expected. Vehicle not in an active construction zone. No emergency vehicles or collisions present in the vicinity. Weather and/or road conditions dry in the area.,Monday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-19 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-19 00:00:00,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-19 00:00:00,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-19 00:00:00,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-19 00:00:00,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-19 00:00:00,WDD2221591A470500,No,Yes,AV System,street,An issue with planner component caused the system to disengage. The system asked the operator to take control of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-19 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was achieved by pressing the accelerator pedal to increase velocity of the vehicle. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Thursday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-23 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Monday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-23 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Monday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-23 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. This was accomplished by pressing the brake pedal to reduce the velocity of the vehicle.,Monday,August
"MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA, INC.",AVT002,2021-08-23 00:00:00,WDD2221591A470500,No,Yes,Test Driver,street,The operator disengaged the system manually to remain in the operational design domain. The driver performed a steering manouver to correct the trajectory of the vehicle.,Monday,August
